State,CourtName,CaseTypeDescription,AppealByRight,AppealByPermission,OriginalProceeding,InterlocutoryAppeal,Exclusive,Limited,MinValue,MaxValue,Notes
Indiana,Superior,Custody,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Support,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Visitation,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Adoption,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Misdemeanor,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Felony,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Criminal Appeals,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Status Offenses,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Juvenile,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Traffic Infractions,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Mortgage Foreclosure,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Probate/Wills/Interstate,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Civil Protections Orders,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Estate,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Tax,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Superior,Non-Domestic Restraining Orders,False,False,False,False,False,False,-98,-98,Jurisdiction Varies by County.
Indiana,Town,Misdemeanor,False,False,False,False,False,False,-98,-98,
Indiana,Town,Traffic Infractions,False,False,False,False,False,False,-98,-98,
Indiana,Town,Ordinance Violations,False,False,False,False,False,False,-98,-98,
Indiana,Town,Parking,False,False,False,False,False,False,-98,-98,
Iowa,District,Tort,False,False,False,False,True,False,-98,-98,
Iowa,District,Contract,False,False,False,False,True,False,-98,-98,
Iowa,District,Employment,False,False,False,False,True,False,-98,-98,
Iowa,District,Real Property,False,False,False,False,True,False,-98,-98,
Iowa,District,Probate/Estate,False,False,False,False,True,False,-98,-98,
Iowa,District,Guardianship,False,False,False,False,True,False,-98,-98,
Iowa,District,Landlord/Tenant,False,False,False,False,True,False,-98,-98,
Iowa,District,Mental Health,False,False,False,False,True,False,-98,-98,
Iowa,District,Small Claims,False,False,False,False,True,False,-98,-98,
Iowa,District,Miscellaneous Civil,False,False,False,False,True,False,-98,-98,
Iowa,District,Writ,False,False,False,False,True,False,-98,-98,
Iowa,District,Civil Appeals from Limited Jurisdiction,False,False,False,False,True,False,-98,-98,
Iowa,District,Dissolution,False,False,False,False,True,False,-98,-98,
Iowa,District,Paternity,False,False,False,False,True,False,-98,-98,
Iowa,District,Custody,False,False,False,False,True,False,-98,-98,
Iowa,District,Support,False,False,False,False,True,False,-98,-98,
Iowa,District,Visitation,False,False,False,False,True,False,-98,-98,
Iowa,District,Adoption,False,False,False,False,True,False,-98,-98,
Iowa,District,Misdemeanor,False,False,False,False,True,False,-98,-98,
Iowa,District,Felony,False,False,False,False,True,False,-98,-98,
Iowa,District,Status Offenses,False,False,False,False,True,False,-98,-98,
Iowa,District,Juvenile,False,False,False,False,True,False,-98,-98,
Iowa,District,Traffic Infractions,False,False,False,False,True,False,-98,-98,
Iowa,District,Mortgage Foreclosure,False,False,False,False,True,False,-98,-98,
Iowa,District,Ordinance Violations,False,False,False,False,True,False,-98,-98,
Iowa,District,Parking,False,False,False,False,True,False,-98,-98,Uncontested Handled Administratively.
Iowa,District,Probate/Wills/Interstate,False,False,False,False,True,False,-98,-98,
Iowa,District,Civil Protections Orders,False,False,False,False,True,False,-98,-98,
Iowa,District,Estate,False,False,False,False,True,False,-98,-98,
Iowa,District,Tax,False,False,False,False,True,False,-98,-98,
Iowa,District,Non-Domestic Restraining Orders,False,False,False,False,True,False,-98,-98,
Iowa,District,Administrative Agency Appeals,False,False,False,False,True,False,-98,-98,
Kansas,District,Tort,False,False,False,False,True,False,-98,-98,
Kansas,District,Contract,False,False,False,False,True,False,-98,-98,
Kansas,District,Employment,False,False,False,False,True,False,-98,-98,
Kansas,District,Real Property,False,False,False,False,True,False,-98,-98,
Kansas,District,Probate/Estate,False,False,False,False,True,False,-98,-98,
Kansas,District,Guardianship,False,False,False,False,True,False,-98,-98,
Kansas,District,Landlord/Tenant,False,False,False,False,True,False,-98,-98,
Kansas,District,Mental Health,False,False,False,False,True,False,-98,-98,
Kansas,District,Small Claims,False,False,False,False,True,False,0,4000,
Kansas,District,Miscellaneous Civil,False,False,False,False,True,False,-98,-98,
Kansas,District,Writ,False,False,False,False,True,False,-98,-98,
Kansas,District,Civil Appeals from Limited Jurisdiction,False,False,False,False,True,False,-98,-98,
Kansas,District,Dissolution,False,False,False,False,True,False,-98,-98,
Kansas,District,Paternity,False,False,False,False,True,False,-98,-98,
Kansas,District,Custody,False,False,False,False,True,False,-98,-98,
Kansas,District,Support,False,False,False,False,True,False,-98,-98,
Kansas,District,Visitation,False,False,False,False,True,False,-98,-98,
Kansas,District,Adoption,False,False,False,False,True,False,-98,-98,
Kansas,District,Misdemeanor,False,False,False,False,False,False,-98,-98,
Kansas,District,Felony,False,False,False,False,False,False,-98,-98,
Kansas,District,Criminal Appeals,False,False,False,False,False,False,-98,-98,
Kansas,District,Status Offenses,False,False,False,False,True,False,-98,-98,
Kansas,District,Juvenile,False,False,False,False,True,False,-98,-98,
Kansas,District,Traffic Infractions,False,False,False,False,False,False,-98,-98,
Kansas,District,Mortgage Foreclosure,False,False,False,False,True,False,-98,-98,
Kansas,District,Probate/Wills/Interstate,False,False,False,False,True,False,-98,-98,
Kansas,District,Civil Protections Orders,False,False,False,False,True,False,-98,-98,
Kansas,District,Estate,False,False,False,False,True,False,-98,-98,
Kansas,District,Tax,False,False,False,False,True,False,-98,-98,
Kansas,District,Non-Domestic Restraining Orders,False,False,False,False,True,False,-98,-98,
Kansas,District,Administrative Agency Appeals,False,False,False,False,True,False,-98,-98,
Kansas,Municipal,Misdemeanor,False,False,False,False,False,False,-98,-98,
Kansas,Municipal,Misdemeanor,False,False,False,False,False,True,-98,-98,Only DWI/DUI and Domestic Violence.
Kansas,Municipal,Felony,False,False,False,False,False,True,-98,-98,Only DWI/DUI and Domestic Violence.
Kansas,Municipal,Traffic Infractions,False,False,False,False,False,False,-98,-98,
Kansas,Municipal,Ordinance Violations,False,False,False,False,True,False,-98,-98,
Kansas,Municipal,Parking,False,False,False,False,True,False,-98,-98,
Kentucky,Circuit,Tort,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Contract,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Employment,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Real Property,False,False,False,False,False,False,5001,NOMAX,
Kentucky,Circuit,Probate/Estate,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Guardianship,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Landlord/Tenant,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Miscellaneous Civil,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Writ,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Civil Appeals from Limited Jurisdiction,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Dissolution,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Paternity,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Custody,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Support,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Visitation,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Adoption,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Felony,False,False,False,False,True,False,-98,-98,
Kentucky,Circuit,Criminal Appeals,False,False,False,False,True,False,-98,-98,
Kentucky,Circuit,Status Offenses,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Juvenile,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Mortgage Foreclosure,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Probate/Wills/Interstate,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Civil Protections Orders,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Estate,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Tax,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Non-Domestic Restraining Orders,False,False,False,False,False,False,-98,-98,
Kentucky,Circuit,Administrative Agency Appeals,False,False,False,False,False,False,-98,-98,
Kentucky,District,Tort,False,False,False,False,False,False,-98,-98,
Kentucky,District,Contract,False,False,False,False,False,False,-98,-98,
Kentucky,District,Employment,False,False,False,False,False,False,-98,-98,
Kentucky,District,Real Property,False,False,False,False,False,False,0,5000,
Kentucky,District,Probate/Estate,False,False,False,False,False,False,-98,-98,
Kentucky,District,Guardianship,False,False,False,False,False,False,-98,-98,
Kentucky,District,Landlord/Tenant,False,False,False,False,False,False,-98,-98,
Kentucky,District,Mental Health,False,False,False,False,True,False,-98,-98,
Kentucky,District,Small Claims,False,False,False,False,True,False,0,2500,
Kentucky,District,Dissolution,False,False,False,False,False,False,-98,-98,
Kentucky,District,Paternity,False,False,False,False,False,False,-98,-98,
Kentucky,District,Custody,False,False,False,False,False,False,-98,-98,
Kentucky,District,Support,False,False,False,False,False,False,-98,-98,
Kentucky,District,Visitation,False,False,False,False,False,False,-98,-98,
Kentucky,District,Adoption,False,False,False,False,False,False,-98,-98,
Kentucky,District,Misdemeanor,False,False,False,False,False,False,-98,-98,
Kentucky,District,Preliminary Hearings,False,False,False,False,False,False,-98,-98,
Kentucky,District,Status Offenses,False,False,False,False,False,False,-98,-98,
Kentucky,District,Juvenile,False,False,False,False,False,False,-98,-98,
Kentucky,District,Traffic Infractions,False,False,False,False,True,False,-98,-98,
Kentucky,District,Mortgage Foreclosure,False,False,False,False,False,False,-98,-98,
Kentucky,District,Ordinance Violations,False,False,False,False,True,False,-98,-98,
Kentucky,District,Parking,False,False,False,False,True,False,-98,-98,
Kentucky,District,Probate/Wills/Interstate,False,False,False,False,False,False,-98,-98,
Kentucky,District,Civil Protections Orders,False,False,False,False,False,False,-98,-98,
Kentucky,District,Estate,False,False,False,False,False,False,-98,-98,
Kentucky,Family,Dissolution,False,False,False,False,False,False,-98,-98,
Kentucky,Family,Paternity,False,False,False,False,False,False,-98,-98,
Kentucky,Family,Custody,False,False,False,False,False,False,-98,-98,
Kentucky,Family,Support,False,False,False,False,False,False,-98,-98,
Kentucky,Family,Visitation,False,False,False,False,False,False,-98,-98,
Kentucky,Family,Adoption,False,False,False,False,False,False,-98,-98,
Kentucky,Family,Misdemeanor,False,False,False,False,False,True,-98,-98,Domestic Violence Only.
Kentucky,Family,Felony,False,False,False,False,False,True,-98,-98,Domestic Violence Only.
Kentucky,Family,Status Offenses,False,False,False,False,False,False,-98,-98,
Kentucky,Family,Juvenile,False,False,False,False,False,False,-98,-98,
Kentucky,Family,Civil Protections Orders,False,False,False,False,False,False,-98,-98,
Louisiana,City & Parish,Tort,False,False,False,False,False,False,-98,-98,
Louisiana,City & Parish,Contract,False,False,False,False,False,False,0,50000,Contract Maximum Value Varies by Court.
Louisiana,City & Parish,Employment,False,False,False,False,False,False,0,50000,Contract Maximum Value Varies by Court.
Louisiana,City & Parish,Landlord/Tenant,False,False,False,False,False,False,0,50000,Contract Maximum Value Varies by Court.
Louisiana,City & Parish,Small Claims,False,False,False,False,False,False,0,3000,
Louisiana,City & Parish,Civil Appeals from Limited Jurisdiction,False,False,False,False,False,False,-98,-98,
Louisiana,City & Parish,Misdemeanor,False,False,False,False,False,False,-98,-98,
Louisiana,City & Parish,Preliminary Hearings,False,False,False,False,False,False,-98,-98,
Louisiana,City & Parish,Status Offenses,False,False,False,False,False,False,-98,-98,
Louisiana,City & Parish,Juvenile,False,False,False,False,False,False,-98,-98,
Louisiana,City & Parish,Traffic Infractions,False,False,False,False,False,False,-98,-98,
Louisiana,City & Parish,Mortgage Foreclosure,False,False,False,False,False,False,0,50000,Contract Maximum Value Varies by Court.
Louisiana,City & Parish,Ordinance Violations,False,False,False,False,False,False,-98,-98,
Louisiana,City & Parish,Parking,False,False,False,False,False,False,-98,-98,
Louisiana,District,Tort,False,False,False,False,False,False,-98,-98,
Louisiana,District,Contract,False,False,False,False,False,False,-98,-98,
Louisiana,District,Employment,False,False,False,False,False,False,-98,-98,
Louisiana,District,Real Property,False,False,False,False,False,False,-98,-98,
Louisiana,District,Probate/Estate,False,False,False,False,True,False,-98,-98,
Louisiana,District,Guardianship,False,False,False,False,True,False,-98,-98,
Louisiana,District,Landlord/Tenant,False,False,False,False,False,False,-98,-98,
Louisiana,District,Mental Health,False,False,False,False,False,False,-98,-98,
Louisiana,District,Miscellaneous Civil,False,False,False,False,True,False,-98,-98,
Louisiana,District,Writ,False,False,False,False,True,False,-98,-98,
Louisiana,District,Civil Appeals from Limited Jurisdiction,False,False,False,False,True,False,-98,-98,
Louisiana,District,Dissolution,False,False,False,False,False,False,-98,-98,
Louisiana,District,Paternity,False,False,False,False,False,False,-98,-98,
Louisiana,District,Custody,False,False,False,False,False,False,-98,-98,
Louisiana,District,Support,False,False,False,False,False,False,-98,-98,
Louisiana,District,Visitation,False,False,False,False,False,False,-98,-98,
Louisiana,District,Adoption,False,False,False,False,False,False,-98,-98,
Louisiana,District,Misdemeanor,False,False,False,False,False,False,-98,-98,
Louisiana,District,Felony,False,False,False,False,True,False,-98,-98,
Louisiana,District,Criminal Appeals,False,False,False,False,True,False,-98,-98,
Louisiana,District,Status Offenses,False,False,False,False,False,False,-98,-98,
Louisiana,District,Juvenile,False,False,False,False,False,False,-98,-98,
Louisiana,District,Traffic Infractions,False,False,False,False,False,False,-98,-98,
Louisiana,District,Mortgage Foreclosure,False,False,False,False,False,False,-98,-98,
Louisiana,District,Ordinance Violations,False,False,False,False,False,False,-98,-98,
Louisiana,District,Parking,False,False,False,False,False,False,-98,-98,
Louisiana,District,Probate/Wills/Interstate,False,False,False,False,True,False,-98,-98,
Louisiana,District,Civil Protections Orders,False,False,False,False,False,False,-98,-98,
Louisiana,District,Estate,False,False,False,False,True,False,-98,-98,
Louisiana,District,Tax,False,False,False,False,True,False,-98,-98,
Louisiana,District,Non-Domestic Restraining Orders,False,False,False,False,True,False,-98,-98,
Louisiana,District,Administrative Agency Appeals,False,False,False,False,True,False,-98,-98,
Louisiana,Family,Mental Health,False,False,False,False,False,False,-98,-98,
Louisiana,Family,Dissolution,False,False,False,False,False,False,-98,-98,
Louisiana,Family,Paternity,False,False,False,False,False,False,-98,-98,
Louisiana,Family,Custody,False,False,False,False,False,False,-98,-98,
Louisiana,Family,Support,False,False,False,False,False,False,-98,-98,
Louisiana,Family,Visitation,False,False,False,False,False,False,-98,-98,
Louisiana,Family,Adoption,False,False,False,False,False,False,-98,-98,
Louisiana,Family,Status Offenses,False,False,False,False,False,False,-98,-98,
Louisiana,Family,Juvenile,False,False,False,False,False,False,-98,-98,
Louisiana,Family,Civil Protections Orders,False,False,False,False,False,False,-98,-98,
Louisiana,Justice of the Peace,Tort,False,False,False,False,False,False,-98,-98,
Louisiana,Justice of the Peace,Contract,False,False,False,False,False,False,0,5000,
Louisiana,Justice of the Peace,Employment,False,False,False,False,False,False,0,5000,
Louisiana,Justice of the Peace,Landlord/Tenant,False,False,False,False,False,False,0,5000,
Louisiana,Justice of the Peace,Small Claims,False,False,False,False,False,False,0,3000,
Louisiana,Justice of the Peace,Traffic Infractions,False,False,False,False,False,False,-98,-98,
Louisiana,Justice of the Peace,Mortgage Foreclosure,False,False,False,False,False,False,0,5000,
Louisiana,Justice of the Peace,Ordinance Violations,False,False,False,False,False,False,-98,-98,
Louisiana,Justice of the Peace,Parking,False,False,False,False,False,False,-98,-98,
Louisiana,Juvenile,Mental Health,False,False,False,False,False,False,-98,-98,
Louisiana,Juvenile,Support,False,False,False,False,False,False,-98,-98,
Louisiana,Juvenile,Adoption,False,False,False,False,False,False,-98,-98,
Louisiana,Juvenile,Status Offenses,False,False,False,False,False,False,-98,-98,
Louisiana,Juvenile,Juvenile,False,False,False,False,False,False,-98,-98,
Louisiana,Mayor's,Traffic Infractions,False,False,False,False,False,False,-98,-98,
Louisiana,Mayor's,Ordinance Violations,False,False,False,False,False,False,-98,-98,
Louisiana,Mayor's,Parking,False,False,False,False,False,False,-98,-98,
Maine,District,Tort,False,False,False,False,False,False,-98,-98,
Maine,District,Contract,False,False,False,False,False,False,-98,-98,
Maine,District,Employment,False,False,False,False,False,False,-98,-98,
Maine,District,Real Property,False,False,False,False,False,False,0,NOMAX,
Maine,District,Guardianship,False,False,False,False,False,False,-98,-98,
Maine,District,Landlord/Tenant,False,False,False,False,False,False,-98,-98,
Maine,District,Mental Health,False,False,False,False,True,False,-98,-98,
Maine,District,Small Claims,False,False,False,False,True,False,0,6000,
Maine,District,Dissolution,False,False,False,False,True,False,-98,-98,
Maine,District,Paternity,False,False,False,False,True,False,-98,-98,
Maine,District,Custody,False,False,False,False,True,False,-98,-98,
Maine,District,Support,False,False,False,False,True,False,-98,-98,
Maine,District,Visitation,False,False,False,False,True,False,-98,-98,
Maine,District,Adoption,False,False,False,False,False,False,-98,-98,
Maine,District,Misdemeanor,False,False,False,False,False,False,-98,-98,
Maine,District,Felony,False,False,False,False,False,False,-98,-98,
Maine,District,Preliminary Hearings,False,False,False,False,False,False,-98,-98,
Maine,District,Traffic Infractions,False,False,False,False,False,False,-98,-98,
Maine,District,Mortgage Foreclosure,False,False,False,False,False,False,-98,-98,
Maine,District,Ordinance Violations,False,False,False,False,False,False,-98,-98,
Maine,District,Parking,False,False,False,False,True,False,-98,-98,
Maine,District,Civil Protections Orders,False,False,False,False,True,False,-98,-98,
Maine,Probate,Probate/Estate,False,False,False,False,False,False,-98,-98,
Maine,Probate,Guardianship,False,False,False,False,False,False,-98,-98,
Maine,Probate,Adoption,False,False,False,False,False,False,-98,-98,
Maine,Probate,Probate/Wills/Interstate,False,False,False,False,False,False,-98,-98,
Maine,Probate,Estate,False,False,False,False,False,False,-98,-98,
Maine,Superior,Tort,False,False,False,False,False,False,-98,-98,
Maine,Superior,Contract,False,False,False,False,False,False,-98,-98,
Maine,Superior,Employment,False,False,False,False,False,False,-98,-98,
Maine,Superior,Real Property,False,False,False,False,False,False,-98,-98,
Maine,Superior,Landlord/Tenant,False,False,False,False,False,False,-98,-98,
Maine,Superior,Miscellaneous Civil,False,False,False,False,False,False,-98,-98,
Maine,Superior,Writ,False,False,False,False,False,False,-98,-98,
Maine,Superior,Civil Appeals from Limited Jurisdiction,False,False,False,False,False,False,-98,-98,
Maine,Superior,Misdemeanor,False,False,False,False,False,False,-98,-98,
Maine,Superior,Felony,False,False,False,False,False,False,-98,-98,
Maine,Superior,Criminal Appeals,False,False,False,False,False,False,-98,-98,
Maine,Superior,Mortgage Foreclosure,False,False,False,False,False,False,-98,-98,
Maine,Superior,Tax,False,False,False,False,False,False,-98,-98,
Maine,Superior,Non-Domestic Restraining Orders,False,False,False,False,False,False,-98,-98,
Maine,Superior,Administrative Agency Appeals,False,False,False,False,False,True,-98,-98,
Maryland,Circuit,Tort,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Contract,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Employment,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Real Property,False,False,False,False,False,False,5000,NOMAX,
Maryland,Circuit,Probate/Estate,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Guardianship,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Landlord/Tenant,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Mental Health,False,False,False,False,True,False,-98,-98,
Maryland,Circuit,Miscellaneous Civil,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Writ,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Civil Appeals from Limited Jurisdiction,False,False,False,False,True,False,-98,-98,
Maryland,Circuit,Dissolution,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Paternity,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Custody,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Support,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Visitation,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Adoption,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Misdemeanor,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Felony,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Criminal Appeals,False,False,False,False,True,False,-98,-98,
Maryland,Circuit,Status Offenses,False,False,False,False,True,False,-98,-98,
Maryland,Circuit,Juvenile,False,False,False,False,True,False,-98,-98,
Maryland,Circuit,Mortgage Foreclosure,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Probate/Wills/Interstate,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Civil Protections Orders,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Estate,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Tax,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Non-Domestic Restraining Orders,False,False,False,False,False,False,-98,-98,
Maryland,Circuit,Administrative Agency Appeals,False,False,False,False,True,False,-98,-98,
Maryland,District,Tort,False,False,False,False,False,False,-98,-98,
Maryland,District,Contract,False,False,False,False,False,False,-98,-98,
Maryland,District,Employment,False,False,False,False,False,False,-98,-98,
Maryland,District,Real Property,False,False,False,False,False,False,-98,-98,
Maryland,District,Landlord/Tenant,False,False,False,False,False,False,-98,-98,
Maryland,District,Small Claims,False,False,False,False,True,False,0,5000,
Maryland,District,Miscellaneous Civil,False,False,False,False,False,False,-98,-98,
Maryland,District,Writ,False,False,False,False,False,False,-98,-98,
Maryland,District,Misdemeanor,False,False,False,False,False,False,-98,-98,
Maryland,District,Felony,False,False,False,False,False,False,-98,-98,
Maryland,District,Preliminary Hearings,False,False,False,False,False,False,-98,-98,
Maryland,District,Traffic Infractions,False,False,False,False,True,False,-98,-98,
Maryland,District,Mortgage Foreclosure,False,False,False,False,False,False,-98,-98,
Maryland,District,Ordinance Violations,False,False,False,False,True,False,-98,-98,
Maryland,District,Parking,False,False,False,False,True,False,-98,-98,
Maryland,District,Civil Protections Orders,False,False,False,False,False,False,-98,-98,
Maryland,District,Tax,False,False,False,False,False,False,-98,-98,
Maryland,District,Non-Domestic Restraining Orders,False,False,False,False,False,False,-98,-98,
Maryland,Orphans,Probate/Estate,False,False,False,False,False,False,-98,-98,
Maryland,Orphans,Guardianship,False,False,False,False,False,False,-98,-98,
Maryland,Orphans,Probate/Wills/Interstate,False,False,False,False,False,False,-98,-98,
Maryland,Orphans,Estate,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Tort,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Contract,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Employment,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Real Property,False,False,False,False,False,False,25001,NOMAX,
Michigan,Circuit,Probate/Estate,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Guardianship,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Landlord/Tenant,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Mental Health,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Miscellaneous Civil,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Writ,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Civil Appeals from Limited Jurisdiction,False,False,False,False,True,False,-98,-98,
Michigan,Circuit,Dissolution,False,False,False,False,True,False,-98,-98,
Michigan,Circuit,Paternity,False,False,False,False,True,False,-98,-98,
Michigan,Circuit,Custody,False,False,False,False,True,False,-98,-98,
Michigan,Circuit,Support,False,False,False,False,True,False,-98,-98,
Michigan,Circuit,Visitation,False,False,False,False,True,False,-98,-98,
Michigan,Circuit,Adoption,False,False,False,False,True,False,-98,-98,
Michigan,Circuit,Felony,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Criminal Appeals,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Status Offenses,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Juvenile,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Mortgage Foreclosure,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Probate/Wills/Interstate,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Civil Protections Orders,False,False,False,False,True,False,-98,-98,
Michigan,Circuit,Estate,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Tax,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Non-Domestic Restraining Orders,False,False,False,False,False,False,-98,-98,
Michigan,Circuit,Administrative Agency Appeals,False,False,False,False,False,False,-98,-98,
Michigan,Court of Claims,Tort,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Contract,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Employment,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Real Property,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Probate/Estate,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Guardianship,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Landlord/Tenant,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Mental Health,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Small Claims,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Miscellaneous Civil,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Writ,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Mortgage Foreclosure,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Probate/Wills/Interstate,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Estate,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Tax,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Non-Domestic Restraining Orders,False,False,False,False,False,True,-98,-98,Actions Against the State.
Michigan,Court of Claims,Administrative Agency Appeals,False,False,False,False,False,False,-98,-98,
Michigan,District,Tort,False,False,False,False,False,False,-98,-98,
Michigan,District,Contract,False,False,False,False,False,False,-98,-98,
Michigan,District,Employment,False,False,False,False,False,False,-98,-98,
Michigan,District,Real Property,False,False,False,False,False,False,0,25000,
Michigan,District,Landlord/Tenant,False,False,False,False,False,False,-98,-98,
Michigan,District,Small Claims,False,False,False,False,False,False,0,3000,
Michigan,District,Misdemeanor,False,False,False,False,False,False,-98,-98,
Michigan,District,Felony,False,False,False,False,False,False,-98,-98,
Michigan,District,Preliminary Hearings,False,False,False,False,False,False,-98,-98,
Michigan,District,Mortgage Foreclosure,False,False,False,False,False,False,-98,-98,
Michigan,District,Ordinance Violations,False,False,False,False,False,False,-98,-98,
Michigan,Municipal,Tort,False,False,False,False,False,False,-98,-98,
Michigan,Municipal,Contract,False,False,False,False,False,False,-98,-98,
Michigan,Municipal,Employment,False,False,False,False,False,False,-98,-98,
Michigan,Municipal,Real Property,False,False,False,False,False,False,0,1500,Can Go Up to 3000 if Approved by Local Funding.
Michigan,Municipal,Landlord/Tenant,False,False,False,False,False,False,-98,-98,
Michigan,Municipal,Small Claims,False,False,False,False,False,False,0,100,Up to 600 if Approved.
Michigan,Municipal,Misdemeanor,False,False,False,False,False,False,-98,-98,
Michigan,Municipal,Preliminary Hearings,False,False,False,False,False,False,-98,-98,
